card_id,corpus_id,review_id,cohort,rating,unit_index,source_span,card_text,card_role,evidence_specificity,evidence_scope,cluster_candidate,cluster_candidate_name,cluster_tie,special_flag,review_status
OCR012,CUR005,966cc98c-4f06-4873-912d-4b1944f36eb1,other_recent_months,2,3,클럽은 방장이 하지도 않은 소셜링 한 것처럼 사진만들어서 올리구 있구요,클럽 운영자가 진행하지 않은 소셜링을 진행한 것처럼 사진을 게시했다고 주장했다.,outcome,medium,firsthand_or_direct_claim,P03,규칙·제재·신뢰,N,,first_pass_unverified
OCR013,CUR006,2bc81a1c-2283-40d1-939b-65fc9e7898b3,other_recent_months,5,1,혼자서 할 때보다 즐거운 취미 생활! 문토 덕분에 많이 즐거운 요즘이에요,다른 사람과 함께 취미를 하면서 혼자 할 때보다 즐거웠고 일상도 더 즐거워졌다고 느꼈다.,perception,medium,firsthand_or_direct_claim,P07,취미·활동·새로운 경험,N,,first_pass_unverified
OCR014,CUR006,2bc81a1c-2283-40d1-939b-65fc9e7898b3,other_recent_months,5,2,편안하게 대화할 수 있는 모임,모임에서 다른 사람들과 편안하게 대화할 수 있었다.,value,low,firsthand_or_direct_claim,P08,사람·관계·대화,N,,first_pass_unverified
OCR015,CUR007,e7a8f75f-fb2d-4db0-945c-eb7e903c6da1,other_recent_months,3,1,업댓후 만들어진 모임에 채팅이안되요 복구좀해주세요,앱 업데이트 후 새로 만들어진 모임에서 채팅을 사용할 수 없어 기능 복구를 요청했다.,problem|behavior,high,firsthand_or_direct_claim,P01,앱 접근·기본 기능,N,,first_pass_unverified
OCR016,CUR008,15495d89-25b1-45b7-8bde-c40ca69096bb,other_recent_months,1,1,내 소중한 시간 낭비하도록 해서 짜증남 내가 운이 없었음,내 소중한 시간 낭비하도록 해서 짜증남 내가 운이 없었음,problem|outcome,low,firsthand_or_direct_claim,P10,이용 중단·외부 이동,N,,first_pass_unverified
OCR017,CUR009,20071773-0802-4d17-b2ff-1f283d43616a,other_recent_months,1,1,소셜링에서 2차 요금을 호스트 개인계좌로 받는일이 많음 그게 불법임 그런경우를 몇번 목격해서 계좌이체내역 캡쳐해서 고객센터에 신고했음 그랬는데 자세한 내역을 보내라고 함 아니 뭐 소셜링 끝날때쯤에 몰래 영상이나 녹음이라도 해야됨?,소셜링에서 2차 요금을 호스트 개인계좌로 받는일이 많음 그게 불법임 그런경우를 몇번 목격해서 계좌이체내역 캡쳐해서 고객센터에 신고했음 그랬는데 자세한 내역을 보내라고 함 아니 뭐 소셜링 끝날때쯤에 몰래 영상이나 녹음이라도 해야됨?,behavior,high,firsthand_or_direct_claim,P02,취소·환불·문의 해결,Y,,first_pass_unverified
OCR018,CUR009,20071773-0802-4d17-b2ff-1f283d43616a,other_recent_months,1,2,여러분 2차부터는 제 개인계좌로 보내주세요 이러는거?,여러분 2차부터는 제 개인계좌로 보내주세요 이러는거?,perception,medium,firsthand_or_direct_claim,P04,비용·상업화,N,,first_pass_unverified
OCR019,CUR009,20071773-0802-4d17-b2ff-1f283d43616a,other_recent_months,1,3,이런거 잡아낼 생각도 없으면서 '문토이외의 방법으로 요금 받아내면 불법'이라는 규정은 왜 존재함?,이런거 잡아낼 생각도 없으면서 '문토이외의 방법으로 요금 받아내면 불법'이라는 규정은 왜 존재함?,problem,medium,perception,P03,규칙·제재·신뢰,N,,first_pass_unverified
OCR020,CUR010,d16f5cd2-dc83-4234-8962-73b4a562f72c,other_recent_months,5,1,소셜링의 다양한 참여 기회 제공,소셜링의 다양한 참여 기회 제공,behavior,medium,firsthand_or_direct_claim,U00,미분류,Y,,first_pass_unverified
OCR021,CUR011,d42e4ae1-c8dc-451e-8162-58759d03eaff,other_recent_months,1,1,"악의 적인 사용자는 전혀 필터링 하지 못하는 무능력한 운영, 여러 모임을 돌아다니며 악의적인 리뷰를 남기는 참여자에 대한 제제는 없고 오롯이 소셜링 호스트에게만 책임 전가하는 무능력하고 문제해결을 할 의지도 없는 집단","악의 적인 사용자는 전혀 필터링 하지 못하는 무능력한 운영, 여러 모임을 돌아다니며 악의적인 리뷰를 남기는 참여자에 대한 제제는 없고 오롯이 소셜링 호스트에게만 책임 전가하는 무능력하고 문제해결을 할 의지도 없는 집단",problem|behavior,high,firsthand_or_direct_claim,P03,규칙·제재·신뢰,Y,,first_pass_unverified
OCR022,CUR012,5d66fe74-1221-4367-a01a-dce8e780f231,other_recent_months,3,1,지방은 없어요...,지방은 없어요...,problem,low,firsthand_or_direct_claim,P06,탐색·지역·공급,N,,first_pass_unverified
OCR023,CUR013,c915571a-d7a5-4431-8d4f-aad3717f2196,other_recent_months,1,1,미사용앱,미사용앱,behavior,medium,firsthand_or_direct_claim,P10,이용 중단·외부 이동,N,,first_pass_unverified
OCR024,CUR014,7539e4bd-4744-4017-99d8-e28f5dc1a91d,other_recent_months,4,1,탈퇴 후 재가입하려고 하니 인증번호가 오질 않습니다.,탈퇴 후 재가입하려고 하니 인증번호가 오질 않습니다.,problem|behavior,high,firsthand_or_direct_claim,P01,앱 접근·기본 기능,N,,first_pass_unverified
OCR025,CUR014,7539e4bd-4744-4017-99d8-e28f5dc1a91d,other_recent_months,4,2,그리고 문의를 해도 답장이 안 와요.,그리고 문의를 해도 답장이 안 와요.,behavior,high,firsthand_or_direct_claim,P02,취소·환불·문의 해결,N,,first_pass_unverified
OCR026,CUR015,84c2c886-b7b8-463f-b76b-fbc15cf889d2,other_recent_months,1,1,받은 관심 있어서 캔디 주고 열었는데 받은 관심 탭에서 왜 계속 잠겨있나요?,받은 관심 있어서 캔디 주고 열었는데 받은 관심 탭에서 왜 계속 잠겨있나요?,behavior|outcome,medium,firsthand_or_direct_claim,P04,비용·상업화,N,,first_pass_unverified
OCR027,CUR015,84c2c886-b7b8-463f-b76b-fbc15cf889d2,other_recent_months,1,2,그리고 관심 보내기 하니까 보낸 관심 탭에서 다른 사람들은 1주일 가는데 그 사람은 하루도 안 돼서 사라지나요?,그리고 관심 보내기 하니까 보낸 관심 탭에서 다른 사람들은 1주일 가는데 그 사람은 하루도 안 돼서 사라지나요?,perception,medium,firsthand_or_direct_claim,P01,앱 접근·기본 기능,N,,first_pass_unverified
OCR028,CUR016,bdfb6984-d25c-4c0d-a6c0-fcbc870ebc09,other_recent_months,1,1,"여러 차례 소셜링 열면서, 아쉬웠던 부분들을 솔직히 공유드립니다.","여러 차례 소셜링 열면서, 아쉬웠던 부분들을 솔직히 공유드립니다.",perception,medium,firsthand_or_direct_claim,P09,반복 이용·운영 지속,N,,first_pass_unverified
OCR029,CUR016,bdfb6984-d25c-4c0d-a6c0-fcbc870ebc09,other_recent_months,1,2,1.,1.,perception,medium,firsthand_or_direct_claim,U00,미분류,Y,,first_pass_unverified
OCR030,CUR016,bdfb6984-d25c-4c0d-a6c0-fcbc870ebc09,other_recent_months,1,3,주류 소셜링만 추천/홍보해주고 나머지는 다 소리소문 없이 묻히는 구조.,주류 소셜링만 추천/홍보해주고 나머지는 다 소리소문 없이 묻히는 구조.,problem|value,medium,firsthand_or_direct_claim,P06,탐색·지역·공급,N,,first_pass_unverified
OCR031,CUR016,bdfb6984-d25c-4c0d-a6c0-fcbc870ebc09,other_recent_months,1,4,"추천 기준이 정확히 뭔지도 알 수 없고, 추천으로 뜨지 않으면 다른 소셜링은 찾아보기도 힘듦.","추천 기준이 정확히 뭔지도 알 수 없고, 추천으로 뜨지 않으면 다른 소셜링은 찾아보기도 힘듦.",problem|value|behavior,medium,firsthand_or_direct_claim,P06,탐색·지역·공급,N,,first_pass_unverified
OCR032,CUR016,bdfb6984-d25c-4c0d-a6c0-fcbc870ebc09,other_recent_months,1,5,2.,2.,perception,medium,firsthand_or_direct_claim,U00,미분류,Y,,first_pass_unverified
OCR033,CUR016,bdfb6984-d25c-4c0d-a6c0-fcbc870ebc09,other_recent_months,1,6,"인원이 1~2명 모자라서 부족한대로라도 진행하려고 하니 미달이라 진행도 못하게 하고, 수정도 안 되고, 그렇다고 다른 데서 부족한 인원 채우자니 규정 위반이라고 벌점 먹이고...","인원이 1~2명 모자라서 부족한대로라도 진행하려고 하니 미달이라 진행도 못하게 하고, 수정도 안 되고, 그렇다고 다른 데서 부족한 인원 채우자니 규정 위반이라고 벌점 먹이고...",problem,medium,firsthand_or_direct_claim,P03,규칙·제재·신뢰,N,,first_pass_unverified
OCR034,CUR016,bdfb6984-d25c-4c0d-a6c0-fcbc870ebc09,other_recent_months,1,7,족쇄 투성이임.,족쇄 투성이임.,perception,low,firsthand_or_direct_claim,U00,미분류,Y,,first_pass_unverified
OCR035,CUR016,bdfb6984-d25c-4c0d-a6c0-fcbc870ebc09,other_recent_months,1,8,3.,3.,perception,medium,firsthand_or_direct_claim,U00,미분류,Y,,first_pass_unverified
OCR036,CUR016,bdfb6984-d25c-4c0d-a6c0-fcbc870ebc09,other_recent_months,1,9,"""결정적""으로...","""결정적""으로...",perception,low,firsthand_or_direct_claim,U00,미분류,Y,,first_pass_unverified
OCR037,CUR016,bdfb6984-d25c-4c0d-a6c0-fcbc870ebc09,other_recent_months,1,10,"운영비가 필요해 유료 소셜링을 개최하면, 수수료를 무려 🌟20%🌟나 떼감...","운영비가 필요해 유료 소셜링을 개최하면, 수수료를 무려 🌟20%🌟나 떼감...",need,medium,firsthand_or_direct_claim,P04,비용·상업화,N,,first_pass_unverified
OCR038,CUR016,bdfb6984-d25c-4c0d-a6c0-fcbc870ebc09,other_recent_months,1,11,"😂 그러다보니 예전엔 재밌고 독특한 소셜링도 많았는데, 요즘은 보이는 게 로테이션 소개팅이나 부담스런 파티밖엔 없더라고요.","😂 그러다보니 예전엔 재밌고 독특한 소셜링도 많았는데, 요즘은 보이는 게 로테이션 소개팅이나 부담스런 파티밖엔 없더라고요.",problem|value,medium,firsthand_or_direct_claim,P05,소개팅·술·파티 성격,Y,,first_pass_unverified
OCR039,CUR016,bdfb6984-d25c-4c0d-a6c0-fcbc870ebc09,other_recent_months,1,12,기획 좋았던 분들은 대부분 넷플연가나 비슷한 다른 모임으로 떠나고...,기획 좋았던 분들은 대부분 넷플연가나 비슷한 다른 모임으로 떠나고...,value|outcome,medium,firsthand_or_direct_claim,P10,이용 중단·외부 이동,N,,first_pass_unverified
OCR040,CUR016,bdfb6984-d25c-4c0d-a6c0-fcbc870ebc09,other_recent_months,1,13,문토 통해서 소셜링 열 계획 있으셨던 분들은..,문토 통해서 소셜링 열 계획 있으셨던 분들은..,perception,low,firsthand_or_direct_claim,P09,반복 이용·운영 지속,N,,first_pass_unverified
OCR041,CUR016,bdfb6984-d25c-4c0d-a6c0-fcbc870ebc09,other_recent_months,1,14,신중히 생각해보시기 바랍니다 😂,신중히 생각해보시기 바랍니다 😂,need,low,perception,U00,미분류,Y,,first_pass_unverified
OCR042,CUR017,437fd92e-947f-4f03-ab2e-9792a69954ab,other_recent_months,1,1,프로필 편집할때 사진 한번 누르면 안지워지고 영구적으로 남김 쓰레기같애 개인정보보호는 전혀없음,프로필 편집할때 사진 한번 누르면 안지워지고 영구적으로 남김 쓰레기같애 개인정보보호는 전혀없음,problem,high,firsthand_or_direct_claim,P01,앱 접근·기본 기능,Y,,first_pass_unverified
OCR043,CUR018,a764c76a-6f22-41ee-9fe7-3565ced6f675,april_2026_burst,5,1,문토를 많이 이용해본 결과 다양한 사람들과 함께 어울리며 취미생활을 공유하고 이런 자리를 만들어주시는 호스트님들께 감사하다고 생각했습니다 돈으로도 못구매하는 값진 경험 많이 하고 좋은 사람들 많이 얻어갑니다,문토를 많이 이용해본 결과 다양한 사람들과 함께 어울리며 취미생활을 공유하고 이런 자리를 만들어주시는 호스트님들께 감사하다고 생각했습니다 돈으로도 못구매하는 값진 경험 많이 하고 좋은 사람들 많이 얻어갑니다,value|behavior,medium,perception,P08,사람·관계·대화,N,april_2026_burst,first_pass_unverified
OCR044,CUR019,f464a544-d6bf-401e-908e-6124f680306c,april_2026_burst,5,1,문토 덕분에 취미생활을 더욱 재밌고 보람있게 보낼수있어서 좋아요. 감사합니다,문토 덕분에 취미생활을 더욱 재밌고 보람있게 보낼수있어서 좋아요. 감사합니다,value,medium,firsthand_or_direct_claim,P07,취미·활동·새로운 경험,N,april_2026_burst,first_pass_unverified
OCR045,CUR020,7eb6ef19-6054-477f-832d-62b04beddd01,april_2026_burst,5,1,"깔끔한 인터페이스, 다채로운 소셜링의 장!","깔끔한 인터페이스, 다채로운 소셜링의 장!",perception,low,firsthand_or_direct_claim,P01,앱 접근·기본 기능,N,april_2026_burst,first_pass_unverified
OCR046,CUR020,7eb6ef19-6054-477f-832d-62b04beddd01,april_2026_burst,5,2,문토 덕분에 일상이 훨씬 풍요로워졌습니다.,문토 덕분에 일상이 훨씬 풍요로워졌습니다.,value,low,firsthand_or_direct_claim,P07,취미·활동·새로운 경험,N,april_2026_burst,first_pass_unverified
OCR047,CUR020,7eb6ef19-6054-477f-832d-62b04beddd01,april_2026_burst,5,3,"​ ​단순한 친밀감 형성을 넘어 독서, 등산, 러닝, 맛집 탐방 등 나와 취향이 꼭 맞는 사람들과 깊이 있는 소통을 할 수 있다는 점이 이 앱의 가장 큰 장점입니다.","​ ​단순한 친밀감 형성을 넘어 독서, 등산, 러닝, 맛집 탐방 등 나와 취향이 꼭 맞는 사람들과 깊이 있는 소통을 할 수 있다는 점이 이 앱의 가장 큰 장점입니다.",value,medium,firsthand_or_direct_claim,P07,취미·활동·새로운 경험,Y,april_2026_burst,first_pass_unverified
OCR048,CUR020,7eb6ef19-6054-477f-832d-62b04beddd01,april_2026_burst,5,4,"특히 가볍게 참여할 수 있는 1회성 소셜링부터 꾸준히 만나는 정기 모임까지 선택의 폭이 넓어, 각자의 라이프스타일과 일정에 맞춰 부담 없이 즐길 수 있습니다.","특히 가볍게 참여할 수 있는 1회성 소셜링부터 꾸준히 만나는 정기 모임까지 선택의 폭이 넓어, 각자의 라이프스타일과 일정에 맞춰 부담 없이 즐길 수 있습니다.",problem|behavior,high,firsthand_or_direct_claim,P06,탐색·지역·공급,N,april_2026_burst,first_pass_unverified
OCR049,CUR020,7eb6ef19-6054-477f-832d-62b04beddd01,april_2026_burst,5,5,"​또한, 누구든 자신의 관심사로 쉽게 모임을 개설하고 호스트가 될 수 있는 시스템도 매력적입니다.","​또한, 누구든 자신의 관심사로 쉽게 모임을 개설하고 호스트가 될 수 있는 시스템도 매력적입니다.",perception,medium,firsthand_or_direct_claim,P09,반복 이용·운영 지속,N,april_2026_burst,first_pass_unverified
OCR050,CUR020,7eb6ef19-6054-477f-832d-62b04beddd01,april_2026_burst,5,6,참여자들의 매너 온도나 후기를 미리 확인할 수 있어 안심하고 새로운 만남을 가질 수 있었습니다.,참여자들의 매너 온도나 후기를 미리 확인할 수 있어 안심하고 새로운 만남을 가질 수 있었습니다.,behavior,medium,firsthand_or_direct_claim,P03,규칙·제재·신뢰,N,april_2026_burst,first_pass_unverified
OCR051,CUR021,6b201ff5-cebe-46a1-af99-169a463edff1,april_2026_burst,5,1,새로운 사람들을 만나고 싶을때 자주 이용하고 있어요!,새로운 사람들을 만나고 싶을때 자주 이용하고 있어요!,behavior,medium,firsthand_or_direct_claim,P08,사람·관계·대화,Y,april_2026_burst,first_pass_unverified
OCR052,CUR021,6b201ff5-cebe-46a1-af99-169a463edff1,april_2026_burst,5,2,결이 맞는 사람들을 만나게 되면 정말 즐겁고 좋은 시간을 보낼 수 있었어요,결이 맞는 사람들을 만나게 되면 정말 즐겁고 좋은 시간을 보낼 수 있었어요,value,medium,firsthand_or_direct_claim,P08,사람·관계·대화,N,april_2026_burst,first_pass_unverified
OCR053,CUR022,3da30c22-2ded-4bfa-b1b3-c43b1c98bbca,april_2026_burst,5,1,취미와 여러 사람들과 어울릴 기회가 있어 좋았어요^^,취미와 여러 사람들과 어울릴 기회가 있어 좋았어요^^,value,low,firsthand_or_direct_claim,P07,취미·활동·새로운 경험,Y,april_2026_burst,first_pass_unverified
OCR054,CUR023,0b508548-8d19-46b4-b8bf-dfaf1bf9028b,april_2026_burst,5,1,지인 추천으로 가입해봤는데 너무 좋나요 타지에서 무료했는데 덕분에 사람들도 많이 만나고 좋네요!,지인 추천으로 가입해봤는데 너무 좋나요 타지에서 무료했는데 덕분에 사람들도 많이 만나고 좋네요!,value|behavior,medium,firsthand_or_direct_claim,P01,앱 접근·기본 기능,Y,april_2026_burst,first_pass_unverified
OCR055,CUR024,48d4a9ba-bd57-4d4d-9776-85723cea3d9d,april_2026_burst,5,1,잃어버린 사회성 다시 채우러 왔습니당!,잃어버린 사회성 다시 채우러 왔습니당!,perception,low,firsthand_or_direct_claim,P08,사람·관계·대화,N,april_2026_burst,first_pass_unverified
OCR056,CUR024,48d4a9ba-bd57-4d4d-9776-85723cea3d9d,april_2026_burst,5,2,"사회에서 잃어버리는 인류애 여기서 좋은사람들 만나고 궁금했던, 흥미있는 활동들 하면서 다시 회복하곤 합니당 ㅎㅎ 혼자서 가기 힘든 나들이 삼삼오오 모여가니 하루 진짜 알차게 보내게되요!","사회에서 잃어버리는 인류애 여기서 좋은사람들 만나고 궁금했던, 흥미있는 활동들 하면서 다시 회복하곤 합니당 ㅎㅎ 혼자서 가기 힘든 나들이 삼삼오오 모여가니 하루 진짜 알차게 보내게되요!",value,medium,firsthand_or_direct_claim,P07,취미·활동·새로운 경험,Y,april_2026_burst,first_pass_unverified
OCR057,CUR024,48d4a9ba-bd57-4d4d-9776-85723cea3d9d,april_2026_burst,5,3,버킷리스트도 하나씩 채우는 중 (패러글라이딩이랑 보컬 레슨 다녀왔어요😆) 종종 빌런도 만나지만 그마저도 재밌는 썰이네요!,버킷리스트도 하나씩 채우는 중 (패러글라이딩이랑 보컬 레슨 다녀왔어요😆) 종종 빌런도 만나지만 그마저도 재밌는 썰이네요!,value,medium,firsthand_or_direct_claim,P07,취미·활동·새로운 경험,N,april_2026_burst,first_pass_unverified
OCR058,CUR024,48d4a9ba-bd57-4d4d-9776-85723cea3d9d,april_2026_burst,5,4,오늘도 평화로운 문토ㅋㅋ 저는 이제 한강 갑니둥~,오늘도 평화로운 문토ㅋㅋ 저는 이제 한강 갑니둥~,perception,low,firsthand_or_direct_claim,U00,미분류,Y,april_2026_burst,first_pass_unverified
OCR059,CUR025,e7018487-c171-48cd-9bbc-5fd64b6134a6,april_2026_burst,5,1,문토 통해서 좋은 모임을 만들고 좋은 사람들과 취미를 공유하며 활동할 수 있어서 너무 좋습니다 애용하는 모임 앱으로서 많은 분들에게 추천드려요:),문토 통해서 좋은 모임을 만들고 좋은 사람들과 취미를 공유하며 활동할 수 있어서 너무 좋습니다 애용하는 모임 앱으로서 많은 분들에게 추천드려요:),value|behavior,medium,firsthand_or_direct_claim,P08,사람·관계·대화,N,april_2026_burst,first_pass_unverified
OCR060,CUR026,9fbbd2c3-8a0c-4962-a892-af9e238c432e,april_2026_burst,3,1,채팅이 불편한 점이 있긴 하지만 문토를 통해 다양한 활동을 경험할 수 있어서 좋습니다.,채팅이 불편한 점이 있긴 하지만 문토를 통해 다양한 활동을 경험할 수 있어서 좋습니다.,problem|value,medium,firsthand_or_direct_claim,P01,앱 접근·기본 기능,Y,april_2026_burst,first_pass_unverified
OCR061,CUR027,be6e9fe4-3c14-4fd9-ae8c-2940fddbf847,april_2026_burst,2,1,"술파티, 소개팅만 남음.","술파티, 소개팅만 남음.",perception,low,firsthand_or_direct_claim,P05,소개팅·술·파티 성격,N,april_2026_burst,first_pass_unverified
OCR062,CUR027,be6e9fe4-3c14-4fd9-ae8c-2940fddbf847,april_2026_burst,2,2,"몇 년전부터 이용하면서 다양한 모임 활동을 잘 즐겼는데 최근에 다시 들어가보니 술파티, 소개팅만 남고 다른 참신한 모임들은 다 전멸했더군요.","몇 년전부터 이용하면서 다양한 모임 활동을 잘 즐겼는데 최근에 다시 들어가보니 술파티, 소개팅만 남고 다른 참신한 모임들은 다 전멸했더군요.",behavior,medium,firsthand_or_direct_claim,P07,취미·활동·새로운 경험,N,april_2026_burst,first_pass_unverified
OCR063,CUR027,be6e9fe4-3c14-4fd9-ae8c-2940fddbf847,april_2026_burst,2,3,"그마저도 지인들끼리 별점 돌려막기, 무료로 여자 게스트 초대하고 남자들이 비용 부담하는 구조였습니다.","그마저도 지인들끼리 별점 돌려막기, 무료로 여자 게스트 초대하고 남자들이 비용 부담하는 구조였습니다.",perception,medium,firsthand_or_direct_claim,P04,비용·상업화,N,april_2026_burst,first_pass_unverified
OCR064,CUR027,be6e9fe4-3c14-4fd9-ae8c-2940fddbf847,april_2026_burst,2,4,"왜이렇게 됐나 찾아보니, 별점 몰아주기에 대한 제재는 없으면서 이상한 이유로 소셜링 호스트에 대한 제재는 쏟아지더라구요.","왜이렇게 됐나 찾아보니, 별점 몰아주기에 대한 제재는 없으면서 이상한 이유로 소셜링 호스트에 대한 제재는 쏟아지더라구요.",problem|behavior,medium,firsthand_or_direct_claim,P03,규칙·제재·신뢰,Y,april_2026_burst,first_pass_unverified
OCR065,CUR027,be6e9fe4-3c14-4fd9-ae8c-2940fddbf847,april_2026_burst,2,5,이런 상황에서 열정을 갖고 다양한 소셜링을 주최하는 호스트가 있을까요?,이런 상황에서 열정을 갖고 다양한 소셜링을 주최하는 호스트가 있을까요?,perception,medium,firsthand_or_direct_claim,P07,취미·활동·새로운 경험,Y,april_2026_burst,first_pass_unverified
OCR066,CUR027,be6e9fe4-3c14-4fd9-ae8c-2940fddbf847,april_2026_burst,2,6,"그냥 술만 퍼주고 바짝 벌고 빠지는, 떳다방식 소셜링만 남은건 당연한 것 같습니다.","그냥 술만 퍼주고 바짝 벌고 빠지는, 떳다방식 소셜링만 남은건 당연한 것 같습니다.",perception,medium,perception,P05,소개팅·술·파티 성격,N,april_2026_burst,first_pass_unverified
OCR067,CUR028,abbabdd2-1ce9-4a0e-9317-63d42e112ef1,april_2026_burst,1,1,사람이 별로임,사람이 별로임,problem,low,firsthand_or_direct_claim,P08,사람·관계·대화,N,april_2026_burst,first_pass_unverified
OCR068,CUR029,a5446aaf-cd0d-43ed-9645-d75ecbbd1f4d,april_2026_burst,5,1,다양한 경험을 쌓게 도움을 주는 플랫폼이어서 좋아요!,다양한 경험을 쌓게 도움을 주는 플랫폼이어서 좋아요!,value,low,firsthand_or_direct_claim,P07,취미·활동·새로운 경험,N,april_2026_burst,first_pass_unverified
OCR069,CUR030,f3f4c9d3-f2da-4432-bb85-37bb438b1962,april_2026_burst,5,1,처음 소모임을 통해서 만나고자 제미나이 추천을 받아서 설치를 하였는데요.,처음 소모임을 통해서 만나고자 제미나이 추천을 받아서 설치를 하였는데요.,value|behavior,medium,firsthand_or_direct_claim,P06,탐색·지역·공급,N,april_2026_burst,first_pass_unverified
OCR070,CUR030,f3f4c9d3-f2da-4432-bb85-37bb438b1962,april_2026_burst,5,2,수도권이 아닌 지역 모임이 적은것은 아쉽지만 모임을 하면서 지루한 삶에 활력이 될 수가 있었습니다.,수도권이 아닌 지역 모임이 적은것은 아쉽지만 모임을 하면서 지루한 삶에 활력이 될 수가 있었습니다.,problem|value,medium,firsthand_or_direct_claim,P06,탐색·지역·공급,N,april_2026_burst,first_pass_unverified
OCR071,CUR031,a2cfbaf6-50a8-4237-af41-88374c7ce6d8,april_2026_burst,5,1,"이전의 내가 무언가 고여서 리프래시하거나, 배우고 싶거나 잠깐의 설레임이 필요할 때, 소소한 즐거움을 느끼게 해줬던 존재였던 거 같습니다.","이전의 내가 무언가 고여서 리프래시하거나, 배우고 싶거나 잠깐의 설레임이 필요할 때, 소소한 즐거움을 느끼게 해줬던 존재였던 거 같습니다.",need,medium,firsthand_or_direct_claim,P07,취미·활동·새로운 경험,N,april_2026_burst,first_pass_unverified
