card_id,corpus_id,review_id,cohort,rating,unit_index,source_span,card_text,card_role,evidence_specificity,evidence_scope,cluster_candidate,cluster_candidate_name,cluster_tie,special_flag,review_status
OCR141,CUR058,02ade739-1735-4cff-92d5-faf94155b012,other_recent_months,1,12,그래서 못 봐서 못온 사람도 있고요 취소된 경우도 많습니다.,그래서 못 봐서 못온 사람도 있고요 취소된 경우도 많습니다.,problem,low,firsthand_or_direct_claim,U00,미분류,Y,,first_pass_unverified
OCR153,CUR062,9a7ac466-3755-43ce-830a-3575b5224557,other_recent_months,1,3,여자친구나 남자친구 만들 생각으로 시작하는 사람들이 상당할 것 같은데 본인 경험으로는 정말 예쁘거나 잘생기거나 말재간이 좋거나 흡연을 하는 거 아니면 많이 어렵다고 느낌.,여자친구나 남자친구 만들 생각으로 시작하는 사람들이 상당할 것 같은데 본인 경험으로는 정말 예쁘거나 잘생기거나 말재간이 좋거나 흡연을 하는 거 아니면 많이 어렵다고 느낌.,problem|value|behavior|outcome,medium,hearsay_or_collective_claim,P05,소개팅·술·파티 성격,Y,,first_pass_unverified
OCR184,CUR076,b1f16084-4d73-4cfb-86a6-e2009e7beefa,other_recent_months,4,1,처음 깔고 아직 모임에 안가봐서 어떨지는 모르겠어요 그래서 별1개 뺐어요 문토 앱 자체는 간편하고 쉽게 볼수 있어 좋은것같아요 담에는 모임까지하고 후기 남길게요,처음 깔고 아직 모임에 안가봐서 어떨지는 모르겠어요 그래서 별1개 뺐어요 문토 앱 자체는 간편하고 쉽게 볼수 있어 좋은것같아요 담에는 모임까지하고 후기 남길게요,value,medium,firsthand_or_direct_claim,U00,미분류,Y,,first_pass_unverified
OCR189,CUR079,1ed06e08-5d46-4104-adef-216c526a38cf,other_recent_months,5,3,너무 한쪽으로 쏠리지 않게 다양한 사람을 만날 수 있게 많은 소설링이 열릴 수 있게 애써주시면 좋겠습니다.,너무 한쪽으로 쏠리지 않게 다양한 사람을 만날 수 있게 많은 소설링이 열릴 수 있게 애써주시면 좋겠습니다.,value,medium,firsthand_or_direct_claim,U00,미분류,Y,,first_pass_unverified
OCR191,CUR079,1ed06e08-5d46-4104-adef-216c526a38cf,other_recent_months,5,5,"제가 호스트 할 때 멤버의 솔직한 문토 경험을 들었었는데, 첫 소셜링이 굉장히 중요한 것 같더라구요.","제가 호스트 할 때 멤버의 솔직한 문토 경험을 들었었는데, 첫 소셜링이 굉장히 중요한 것 같더라구요.",perception,medium,hearsay_or_collective_claim,P09,반복 이용·운영 지속,N,,first_pass_unverified
OCR192,CUR079,1ed06e08-5d46-4104-adef-216c526a38cf,other_recent_months,5,6,첫 소셜링이 별로라서 이탈했다가 정말 오랜만에 왔다는 분들이 있었어요.,첫 소셜링이 별로라서 이탈했다가 정말 오랜만에 왔다는 분들이 있었어요.,problem|outcome,medium,hearsay_or_collective_claim,P09,반복 이용·운영 지속,Y,,first_pass_unverified
OCR197,CUR080,5ba1d817-80b2-4c17-a2ed-0c1571594ec3,other_recent_months,5,1,어느덧 문토를 사용한지 3년이 넘어가네요 😀 예전보다 확실히 더 다양한 카테고리의 소셜링이 많아진 것을 느낍니다.,어느덧 문토를 사용한지 3년이 넘어가네요 😀 예전보다 확실히 더 다양한 카테고리의 소셜링이 많아진 것을 느낍니다.,behavior,high,firsthand_or_direct_claim,P06,탐색·지역·공급,Y,,first_pass_unverified
OCR206,CUR083,00cb961b-6b3b-418a-830d-ebeef7a31838,other_recent_months,5,3,다른 어플을 써본적은 없지만 이어플은 진짜믿고쓰고있습니다.,다른 어플을 써본적은 없지만 이어플은 진짜믿고쓰고있습니다.,problem,low,firsthand_or_direct_claim,U00,미분류,Y,,first_pass_unverified
OCR210,CUR084,9964d709-79c9-489d-9d31-f939e3ffa22f,other_recent_months,5,1,문토는 심심하거나 친구 만들고 싶을때 애인 만들고 싶을 때도 이용하기 좋은 소모임 어플입니다 지방사람들은 이용하는 사람이 적어서 아쉬워서 한번 씩 서울에서 모임을 찾아 참여합니다 모임하면서 연애 이야기 관련 모임이였는데 제가 그렇게 썸이 긴지 몰랐습니다.,문토는 심심하거나 친구 만들고 싶을때 애인 만들고 싶을 때도 이용하기 좋은 소모임 어플입니다 지방사람들은 이용하는 사람이 적어서 아쉬워서 한번 씩 서울에서 모임을 찾아 참여합니다 모임하면서 연애 이야기 관련 모임이였는데 제가 그렇게 썸이 긴지 몰랐습니다.,value|behavior|outcome,high,firsthand_or_direct_claim,P05,소개팅·술·파티 성격,Y,,first_pass_unverified
OCR216,CUR085,6867eb9f-9dec-44a8-938b-3f3f0e215bc8,other_recent_months,5,5,얼리버드 혜택으로 확실히 미리 준비하는 사람에게 혜택이 있다.,얼리버드 혜택으로 확실히 미리 준비하는 사람에게 혜택이 있다.,perception,low,firsthand_or_direct_claim,U00,미분류,Y,event_declared,first_pass_unverified
OCR218,CUR085,6867eb9f-9dec-44a8-938b-3f3f0e215bc8,other_recent_months,5,7,2.개선필요점 : 가끔씩 모임을 많이 참여하다보면 중복되게 만날 수 있는 경우가 있는데 사전에 확인할 수 있는 부분이 보강되면 좋겠다.,2.개선필요점 : 가끔씩 모임을 많이 참여하다보면 중복되게 만날 수 있는 경우가 있는데 사전에 확인할 수 있는 부분이 보강되면 좋겠다.,problem|value|need|behavior,high,firsthand_or_direct_claim,U00,미분류,Y,event_declared,first_pass_unverified
OCR223,CUR088,b1126274-6b96-426e-82f9-d29a60cdd2ac,other_recent_months,5,2,"사실 오븐도 제대로 다뤄본 적 없는 완전 초보였는데, ‘나도 내가 만든 빵 냄새로 하루를 채워보고 싶다’는 마음 하나로 신청했죠.","사실 오븐도 제대로 다뤄본 적 없는 완전 초보였는데, ‘나도 내가 만든 빵 냄새로 하루를 채워보고 싶다’는 마음 하나로 신청했죠.",problem|behavior,medium,firsthand_or_direct_claim,U00,미분류,Y,,first_pass_unverified
OCR224,CUR088,b1126274-6b96-426e-82f9-d29a60cdd2ac,other_recent_months,5,3,"첫 수업에서 무화과를 잘라 장식하는 순간이 있었는데, 어떻게 잘라야 할지 고민하며 손을 우왕좌왕하니까 옆자리 분이 본인꺼를 보여주며 “이 정도면 딱 좋아요!” 하고 웃어주던 그 말 한마디가 정말 힘이 됐어요.","첫 수업에서 무화과를 잘라 장식하는 순간이 있었는데, 어떻게 잘라야 할지 고민하며 손을 우왕좌왕하니까 옆자리 분이 본인꺼를 보여주며 “이 정도면 딱 좋아요!” 하고 웃어주던 그 말 한마디가 정말 힘이 됐어요.",value,medium,firsthand_or_direct_claim,U00,미분류,Y,,first_pass_unverified
OCR232,CUR091,770962db-2fe6-4ed1-a5e2-9941cc2f1a2a,other_recent_months,4,1,안녕하세요 이벤트 때문에 리뷰 남깁니다.,안녕하세요 이벤트 때문에 리뷰 남깁니다.,perception,low,firsthand_or_direct_claim,U00,미분류,Y,event_declared,first_pass_unverified
OCR235,CUR091,770962db-2fe6-4ed1-a5e2-9941cc2f1a2a,other_recent_months,4,4,저 같은 경우에는 #비건 #더나은세상을만들고싶어요 를 거는데 이게 앱 자체에 있다는 지점에서 다른 앱과 차별화되는 지점 같습니다.,저 같은 경우에는 #비건 #더나은세상을만들고싶어요 를 거는데 이게 앱 자체에 있다는 지점에서 다른 앱과 차별화되는 지점 같습니다.,behavior,medium,firsthand_or_direct_claim,U00,미분류,Y,event_declared,first_pass_unverified
OCR245,CUR091,770962db-2fe6-4ed1-a5e2-9941cc2f1a2a,other_recent_months,4,14,그곳에서 만난 분들과 여전히 교류 중!,그곳에서 만난 분들과 여전히 교류 중!,outcome,low,firsthand_or_direct_claim,U00,미분류,Y,event_declared,first_pass_unverified
OCR258,CUR095,c259de67-e37c-410a-9874-46d937af0752,other_recent_months,5,1,모임 플랫폼 중에서 접근성이 좋고 신청 절차가 간단해서 자주 사용하는 것 같습니다 어느새 모임으로만 300회가 넘는 3년이란 시간이 흘렀네요!,모임 플랫폼 중에서 접근성이 좋고 신청 절차가 간단해서 자주 사용하는 것 같습니다 어느새 모임으로만 300회가 넘는 3년이란 시간이 흘렀네요!,value|behavior,high,perception,P01,앱 접근·기본 기능,Y,,first_pass_unverified
OCR261,CUR096,c23917a3-e379-4f5e-b66a-e395992c8c01,other_recent_months,4,2,좋아하는게 뭔지 잘 파악하고 활용하시면 좋은 앱이에요!,좋아하는게 뭔지 잘 파악하고 활용하시면 좋은 앱이에요!,value,low,firsthand_or_direct_claim,U00,미분류,Y,,first_pass_unverified
OCR269,CUR099,9129de67-966d-4cb5-a00a-ffb642e7319d,other_recent_months,1,2,"그리고 최근에 취향인연이라는게 오픈해서 기대했는데 보니까 다른 소개팅어플처럼 하루에 몇 명 프로필 주고 매칭해주고 프로필 더 보려면 결제하고 이런 거더라고요;; 문토 가이드에 1대1매칭 금지라고 되어있고, 소개팅 어플이 되지 않겠다고 여기 플레이스토어 리뷰에 답글도 다셨던데,, 본인들이 직접 소개팅 어플처럼 운영하시니까 이용자 입장에서는 이게 뭔가 싶네요.","그리고 최근에 취향인연이라는게 오픈해서 기대했는데 보니까 다른 소개팅어플처럼 하루에 몇 명 프로필 주고 매칭해주고 프로필 더 보려면 결제하고 이런 거더라고요;; 문토 가이드에 1대1매칭 금지라고 되어있고, 소개팅 어플이 되지 않겠다고 여기 플레이스토어 리뷰에 답글도 다셨던데,, 본인들이 직접 소개팅 어플처럼 운영하시니까 이용자 입장에서는 이게 뭔가 싶네요.",behavior,high,firsthand_or_direct_claim,P01,앱 접근·기본 기능,Y,,first_pass_unverified
OCR287,CUR105,80f369de-4ab7-41db-bfcb-fba08adb5bc3,other_recent_months,1,2,돈벌어야되는건 알겠지만 1번으로느껴지게 죄다비싼 술모임만 윗쪽에 편성해놔서 일부 진짜.취지에맞는소셜링은 찾으려면 바닷가에서 진주찾기수준,돈벌어야되는건 알겠지만 1번으로느껴지게 죄다비싼 술모임만 윗쪽에 편성해놔서 일부 진짜.취지에맞는소셜링은 찾으려면 바닷가에서 진주찾기수준,behavior,high,firsthand_or_direct_claim,P04,비용·상업화,Y,,first_pass_unverified
OCR301,CUR107,c2603b67-2b66-4b54-b98b-ad52127bfd8e,other_recent_months,5,9,문토는 50만 명 이상의 가입자(2년 전 데이터이니 지금은 더...)와 시리즈A투자를 받은 전도유망한 기업입니다.,문토는 50만 명 이상의 가입자(2년 전 데이터이니 지금은 더...)와 시리즈A투자를 받은 전도유망한 기업입니다.,behavior,high,firsthand_or_direct_claim,P01,앱 접근·기본 기능,Y,,first_pass_unverified
OCR302,CUR107,c2603b67-2b66-4b54-b98b-ad52127bfd8e,other_recent_months,5,10,"문토가 가진 장점은 ""문화로 토론하고 서로를 알아가는"" 외로움 문제를 해결하는 사회문제해결형 소셜벤처라고 생각합니다.","문토가 가진 장점은 ""문화로 토론하고 서로를 알아가는"" 외로움 문제를 해결하는 사회문제해결형 소셜벤처라고 생각합니다.",problem|value,medium,perception,U00,미분류,Y,,first_pass_unverified
OCR304,CUR107,c2603b67-2b66-4b54-b98b-ad52127bfd8e,other_recent_months,5,12,"2번과 관련, 이재명 대통령의 취임사 5가지 중 4번째였던 ""문화가 꽃피는 나라""가 있었죠.","2번과 관련, 이재명 대통령의 취임사 5가지 중 4번째였던 ""문화가 꽃피는 나라""가 있었죠.",perception,medium,firsthand_or_direct_claim,U00,미분류,Y,,first_pass_unverified
OCR305,CUR107,c2603b67-2b66-4b54-b98b-ad52127bfd8e,other_recent_months,5,13,사회문제해결뿐만 아니라 박진영 위원장을 대표로 하는 대중문화교류위원회가 출범한 만큼 내년 정부예산 중 예술분야는 50퍼센트 증감이 사실상 예정되어 있습니다.,사회문제해결뿐만 아니라 박진영 위원장을 대표로 하는 대중문화교류위원회가 출범한 만큼 내년 정부예산 중 예술분야는 50퍼센트 증감이 사실상 예정되어 있습니다.,problem|outcome,medium,firsthand_or_direct_claim,U00,미분류,Y,,first_pass_unverified
OCR310,CUR111,98c3a6df-4ee1-419d-876b-d7965ad09947,other_recent_months,1,1,"이메일로 가입 되었다고 비밀번호 입력하면 가입 된 내역이 없다면서, 아이디 찾기 하면 그 이메일 나오고 계속 반복되는데 확인 부탁드려요","이메일로 가입 되었다고 비밀번호 입력하면 가입 된 내역이 없다면서, 아이디 찾기 하면 그 이메일 나오고 계속 반복되는데 확인 부탁드려요",problem|behavior|outcome,high,firsthand_or_direct_claim,P01,앱 접근·기본 기능,Y,,first_pass_unverified
OCR313,CUR113,f732d595-1fcd-40d1-a32d-fd96f1d237d4,other_recent_months,5,1,다양한 모임과 클래스를 짬날때마다 잘 이용하고 있습니다~ 한 가지 아쉬운 점은 필터에서 카테고리 복수선택이 가능해지면 좋겠어요 2-3개의 카테고리를 모아 보고 싶은데 하나만 선택하거나 전체적으로 보니까 찾기 어려운 점이 있어요~,다양한 모임과 클래스를 짬날때마다 잘 이용하고 있습니다~ 한 가지 아쉬운 점은 필터에서 카테고리 복수선택이 가능해지면 좋겠어요 2-3개의 카테고리를 모아 보고 싶은데 하나만 선택하거나 전체적으로 보니까 찾기 어려운 점이 있어요~,value|behavior,high,firsthand_or_direct_claim,P06,탐색·지역·공급,Y,,first_pass_unverified
OCR314,CUR114,1057ecdb-b132-49f5-9c95-8f608c875d40,other_recent_months,1,1,"꽤 오래 사용했는데 요즘 너무 무의미하고 다 비슷비슷한 술파티로 뒤덮여 있어요 차단해도 끝이 없고 질 나쁜 모객 메시지도 너무 많이 와서 짜증나요,,, 파티나 소개팅 같은 건 좀 따로 묶어서 필요한 사람만 이용하게 했으면 좋겠어요 여기서 사람들 만날 때마다 문토가 변질됐다는 얘기 공통적으로 나오는데...","꽤 오래 사용했는데 요즘 너무 무의미하고 다 비슷비슷한 술파티로 뒤덮여 있어요 차단해도 끝이 없고 질 나쁜 모객 메시지도 너무 많이 와서 짜증나요,,, 파티나 소개팅 같은 건 좀 따로 묶어서 필요한 사람만 이용하게 했으면 좋겠어요 여기서 사람들 만날 때마다 문토가 변질됐다는 얘기 공통적으로 나오는데...",problem|value|need|behavior,medium,hearsay_or_collective_claim,P05,소개팅·술·파티 성격,N,,first_pass_unverified
OCR329,CUR120,bf527afb-b1f8-4311-9276-39d0c1807274,other_recent_months,4,5,=== 25.07.30 === 별 2개에서 4개로 변경했습니다.,=== 25.07.30 === 별 2개에서 4개로 변경했습니다.,perception,medium,firsthand_or_direct_claim,U00,미분류,Y,,first_pass_unverified
